,Target_Power,Obs_GHI,Obs_Temp,Obs_Wind,NWP_GHI,NWP_DNI,NWP_DHI,NWP_Temp,NWP_Wind,NWP_Humidity,NWP_Cloud,NWP_Precip
2019-01-01 07:30:00-08:00,0.47703914275,7.5,4.2,2.7000000000000006,23.595745419976463,151.0188304679443,7.5752614945435415,3.283368215342402,3.6999820124191696,45.46533595664965,4.0,0.0
2019-01-01 07:45:00-08:00,2.5595973465166666,29.833333333333332,4.800000000000001,2.7833333333333337,79.34309777929364,420.03361068876734,20.223734383500787,4.382966217984324,3.833648587437275,45.62549657189796,6.0,0.0
2019-01-01 08:00:00-08:00,4.71420496735,76.5,5.3500000000000005,2.8000000000000003,174.0,781.2000000000002,37.0,5.6,3.6,45.0,8.0,0.0
2019-01-01 08:15:00-08:00,6.105617270483333,132.33333333333334,5.800000000000001,2.8000000000000003,229.702715653146,883.3032932309767,43.677351661577426,6.857263031829708,2.9638094235368473,43.401768631126295,9.25,0.0
2019-01-01 08:30:00-08:00,6.4881314593,175.0,6.25,2.8000000000000003,276.3049946742149,926.6224541010488,48.4595934481791,8.032243117495014,2.118239350178484,41.10737125141498,10.5,0.0
2019-01-01 08:45:00-08:00,8.138822253816668,216.83333333333334,6.7,2.7833333333333337,312.2593303632908,926.1286369434969,51.793281433102045,8.991101644412817,1.3135496017308803,38.50928824599618,11.75,0.0
2019-01-01 09:00:00-08:00,10.43768932115,257.5,7.150000000000001,2.7000000000000006,337.0,893.1000000000001,54.0,9.6,0.8,36.0,13.0,0.0
2019-01-01 09:15:00-08:00,11.865814223500001,297.0,7.7,2.6,375.7366322882889,920.8264055289906,57.002981996547135,9.781986767651894,0.7815628746611376,33.89854311241835,11.75,0.0
2019-01-01 09:30:00-08:00,13.3287918985,335.0,8.25,2.45,409.382060614079,937.4547418260779,59.45235309093545,9.68765931467754,1.277060586866896,32.23017903769044,10.5,0.0
2019-01-01 09:45:00-08:00,14.190705987166666,369.8333333333333,8.783333333333333,2.3000000000000003,437.813240822272,945.3316696464078,61.431228108916166,9.524502204364417,2.259028005639207,30.946725444117323,9.25,0.0
2019-01-01 10:00:00-08:00,15.503625068,400.5,9.25,2.1500000000000004,461.0,946.1999999999999,63.0,9.5,3.7,30.0,8.0,0.0
2019-01-01 10:15:00-08:00,17.032045152333335,427.6666666666667,9.700000000000001,2.0,484.94759198376386,954.684363185718,65.39778076673204,9.760102397562724,5.520876577818606,29.332183919200332,26.25,0.0
2019-01-01 10:30:00-08:00,17.853391627999997,453.0,10.15,1.8499999999999999,504.4258544484874,958.929288915782,67.52375709524787,10.20461962379483,7.436018302353934,28.846912597823252,44.5,0.0
2019-01-01 10:45:00-08:00,18.165431859666665,475.6666666666667,10.6,1.7,519.4327936753042,959.571648125826,69.38898890536252,10.671827038129527,9.108150875712298,28.438184977534565,62.75,0.0
2019-01-01 11:00:00-08:00,19.111611944,495.0,11.0,1.6000000000000003,530.0,957.0999999999999,71.0,11.0,10.2,28.0,81.0,0.0
2019-01-01 11:15:00-08:00,19.779369501999998,509.8333333333333,11.216666666666667,1.6000000000000003,537.7692235552682,948.0195115223493,76.57115097208867,11.072916142097222,10.473993314064446,27.460221210780368,61.0,0.0
2019-01-01 11:30:00-08:00,20.126158777,521.5,11.450000000000001,1.6000000000000003,541.3032322504462,936.4444833820729,81.9593852513397,10.956362190143142,10.091366203717369,26.882170571016548,41.0,0.0
2019-01-01 11:45:00-08:00,20.455609129166664,529.6666666666666,11.683333333333332,1.5166666666666666,540.6799394611878,922.6128379643194,87.11825430885682,10.761627143117495,9.313055991511613,26.36303464574446,21.0,0.0
2019-01-01 12:00:00-08:00,20.4430031245,533.5,11.85,1.55,536.0,906.6999999999999,92.0,10.6,8.4,26.0,1.0,0.0
2019-01-01 12:15:00-08:00,19.8634868135,530.1666666666666,11.983333333333334,1.6833333333333336,520.3486690205239,829.4129690613677,116.95847183741769,10.557608034048409,7.575337665923623,25.858181237678213,0.75,0.0
2019-01-01 12:30:00-08:00,20.338710816,525.0,12.049999999999999,1.75,501.08484692495017,750.6918335980838,141.293314671689,10.619931615632604,6.911016882776586,25.87440511811056,0.5,0.0
2019-01-01 12:45:00-08:00,20.371307877166668,517.6666666666666,12.200000000000001,1.9000000000000001,478.52473069976065,670.9769032389275,164.73384770432,10.7472893894005,6.44118765824126,25.95342643948763,0.25,0.0
2019-01-01 13:00:00-08:00,20.090611695,506.0,12.300000000000002,2.0,453.0,590.7,187.0,10.9,6.2,26.0,0.0,0.0
2019-01-01 13:15:00-08:00,19.510160107666668,490.6666666666667,12.300000000000002,2.0166666666666666,432.78034242538286,613.8583092702573,168.4602235051603,11.046651721709148,6.190281022241069,25.9351788385068,0.0,0.0
2019-01-01 13:30:00-08:00,19.0030735885,472.0,12.300000000000002,2.1,409.57571852196867,634.3070216144714,149.84287395664748,11.188911347326442,6.2895662651762825,25.745208956541227,0.0,0.0
2019-01-01 13:45:00-08:00,17.940336447666667,449.0,12.383333333333333,2.1833333333333336,383.57847167612096,651.4664103283119,131.3033814039924,11.336715299280518,6.3440683755233565,25.43263459630505,0.0,0.0
2019-01-01 14:00:00-08:00,16.751186306999998,423.5,12.35,2.1500000000000004,355.0,664.6,113.0,11.5,6.2,25.0,0.0,0.0
2019-01-01 14:15:00-08:00,16.844718424666667,394.6666666666667,12.216666666666667,2.0833333333333335,320.14042751905714,665.8245570485497,99.3826903385168,11.676097579115007,5.747913245112107,24.46360340829462,0.0,0.0
2019-01-01 14:30:00-08:00,15.6862010285,362.5,12.15,1.95,283.9298410744682,661.3325004389222,85.94318074570647,11.811922995061623,5.055718056518282,23.89475905572454,0.0,0.0
2019-01-01 14:45:00-08:00,13.065983910066668,327.3333333333333,12.0,1.8833333333333335,246.74605605419856,649.6312592524041,72.78054134546088,11.841786913477431,4.235663839665319,23.378535175292196,0.0,0.0
2019-01-01 15:00:00-08:00,12.2406459905,288.5,11.75,1.75,209.0,628.7000000000002,60.0,11.7,3.4,23.0,0.0,0.0
2019-01-01 15:15:00-08:00,11.864230103833334,249.83333333333334,11.299999999999999,1.5999999999999999,131.32763297258228,434.556441354854,41.11670100593173,11.342707961830827,2.657128497310507,22.882282528314747,0.0,0.0
2019-01-01 15:30:00-08:00,10.78476719225,209.0,10.85,1.45,70.04369597015479,258.9023047408489,24.35130566835504,10.813396672427057,2.1000615087505845,23.300754820560616,0.0,0.0
2019-01-01 15:45:00-08:00,5.04727906015,167.16666666666666,10.4,1.3,26.163647480055765,110.0425846398059,10.34017648390495,10.177387046809761,1.81796376581537,24.568849702526187,0.0,0.0
2019-01-01 16:00:00-08:00,1.9523399769,126.0,10.049999999999999,1.2000000000000002,0.0,0.0,0.0,9.5,1.9,27.0,0.0,0.0
2019-01-01 16:15:00-08:00,0.5595909260166666,86.0,9.9,1.1833333333333333,0.0,0.0,0.0,8.840570573561688,2.400135265645866,30.726016478446425,0.0,0.0
2019-01-01 16:30:00-08:00,0.19398356134999997,48.5,9.75,1.1,0.0,0.0,0.0,8.23449031523014,3.231535908479377,35.15222166203299,0.0,0.0
2019-01-01 16:45:00-08:00,0.0,18.833333333333332,9.6,1.1,0.0,0.0,0.0,7.711164899283525,4.272168597073201,39.502316014603075,0.0,0.0
2019-01-01 17:00:00-08:00,0.0,0.0,9.5,1.1,0.0,0.0,0.0,7.3,5.4,43.0,0.0,0.0
2019-01-01 17:15:00-08:00,0.0,0.0,9.5,1.0166666666666666,0.0,0.0,0.0,7.016884743922421,6.498580440106032,45.07302655789958,0.0,0.0
2019-01-01 17:30:00-08:00,0.0,0.0,9.450000000000001,1.0,0.0,0.0,0.0,6.823642066652374,7.473794857331906,45.96535853130741,0.0,0.0
2019-01-01 17:45:00-08:00,0.0,0.0,9.4,0.9166666666666666,0.0,0.0,0.0,6.668578356056142,8.23711184589183,46.125011239061536,0.0,0.0
2019-01-01 18:00:00-08:00,0.0,0.0,9.4,0.9,0.0,0.0,0.0,6.5,8.7,46.0,0.0,0.0
2019-01-01 18:15:00-08:00,0.0,0.0,9.483333333333333,0.9,0.0,0.0,0.0,6.277827950748635,8.803980473930011,45.95062728995527,0.0,0.0
2019-01-01 18:30:00-08:00,0.0,0.0,9.5,0.9,0.0,0.0,0.0,6.008441418160361,8.610784662192996,45.986344212737386,0.0,0.0
2019-01-01 18:45:00-08:00,0.0,0.0,9.583333333333334,0.8166666666666668,0.0,0.0,0.0,5.70983417649191,8.212196519359486,46.02888902915081,0.0,0.0
2019-01-01 19:00:00-08:00,0.0,0.0,9.6,0.8000000000000002,0.0,0.0,0.0,5.4,7.7,46.0,0.0,0.0
2019-01-01 19:15:00-08:00,0.0,0.0,9.583333333333334,0.8000000000000002,0.0,0.0,0.0,5.093678453083047,7.146435164173931,45.85883928227936,0.0,0.0
2019-01-01 19:30:00-08:00,0.0,0.0,9.5,0.8000000000000002,0.0,0.0,0.0,4.792592260706182,6.545566493896108,45.71426461774307,0.0,0.0
2019-01-01 19:45:00-08:00,0.0,0.0,9.5,0.8000000000000002,0.0,0.0,0.0,4.495209937976227,5.871914576670233,45.71255764433525,0.0,0.0
2019-01-01 20:00:00-08:00,0.0,0.0,9.450000000000001,0.8000000000000002,0.0,0.0,0.0,4.2,5.1,46.0,0.0,0.0
2019-01-01 20:15:00-08:00,0.0,0.0,9.383333333333333,0.8000000000000002,0.0,0.0,0.0,3.9083957369191826,4.230591369374272,46.67651558092729,0.0,0.0
2019-01-01 20:30:00-08:00,0.0,0.0,9.3,0.8500000000000001,0.0,0.0,0.0,3.6336895390149104,3.3694493622225705,47.65659731629033,0.0,0.0
2019-01-01 20:45:00-08:00,0.0,0.0,9.216666666666667,0.9,0.0,0.0,0.0,3.392138571603183,2.6485826739595852,48.80838039350822,0.0,0.0
2019-01-01 21:00:00-08:00,0.0,0.0,9.15,0.9,0.0,0.0,0.0,3.2,2.2,50.0,0.0,0.0
2019-01-01 21:15:00-08:00,0.0,0.0,9.083333333333334,0.9,0.0,0.0,0.0,3.066488599240224,2.1061993583289818,51.10697339401152,0.0,0.0
2019-01-01 21:30:00-08:00,0.0,0.0,9.0,0.9,0.0,0.0,0.0,2.9726495832341753,2.2516360572136063,52.03434611709559,0.0,0.0
2019-01-01 21:45:00-08:00,0.0,0.0,8.916666666666666,0.9,0.0,0.0,0.0,2.8924857756110396,2.471254727491428,52.69454578163189,0.0,0.0
2019-01-01 22:00:00-08:00,0.0,0.0,8.850000000000001,0.9500000000000001,0.0,0.0,0.0,2.8,2.6,53.0,0.0,0.0
2019-01-01 22:15:00-08:00,0.0,0.0,8.8,1.0,0.0,0.0,0.0,2.675649866119921,2.5211736973098016,52.9112158430267,0.0,0.0
2019-01-01 22:30:00-08:00,0.0,0.0,8.75,1.0,0.0,0.0,0.0,2.5257121280483856,2.311506408923003,52.581018215327276,0.0,0.0
2019-01-01 22:45:00-08:00,0.0,0.0,8.683333333333335,1.0166666666666666,0.0,0.0,0.0,2.3629183259526583,2.0960859160747045,52.21031147996424,0.0,0.0
2019-01-01 23:00:00-08:00,0.0,0.0,8.6,1.1,0.0,0.0,0.0,2.2,2.0,52.0,0.0,0.0
2019-01-01 23:15:00-08:00,0.0,0.0,8.516666666666667,1.1166666666666667,0.0,0.0,0.0,2.048099436280092,2.1106683524318144,52.107538233881726,0.0,0.0
2019-01-01 23:30:00-08:00,0.0,0.0,8.450000000000001,1.2000000000000002,0.0,0.0,0.0,1.91200190457228,2.3648383070943795,52.51658102159526,0.0,0.0
2019-01-01 23:45:00-08:00,0.0,0.0,8.316666666666668,1.2166666666666668,0.0,0.0,0.0,1.7949034205783285,2.661589108209755,53.16733329851118,0.0,0.0
2019-01-02 00:00:00-08:00,0.0,0.0,8.25,1.3,0.0,0.0,0.0,1.7,2.9,54.0,0.0,0.0
2019-01-02 00:15:00-08:00,0.0,0.0,8.183333333333335,1.3,0.0,0.0,0.0,1.6272648887597128,3.015840392962942,54.97113122144643,0.0,0.0
2019-01-02 00:30:00-08:00,0.0,0.0,8.049999999999999,1.3499999999999999,0.0,0.0,0.0,1.5637802536624945,3.0916403626994784,56.10265769829167,0.0,0.0
2019-01-02 00:45:00-08:00,0.0,0.0,7.983333333333333,1.3999999999999997,0.0,0.0,0.0,1.4934054917340296,3.2466201510862764,57.43285532599108,0.0,0.0
2019-01-02 01:00:00-08:00,0.0,0.0,7.900000000000001,1.3999999999999997,0.0,0.0,0.0,1.4,3.6,59.0,0.0,0.0
2019-01-02 01:15:00-08:00,0.0,0.0,7.883333333333333,1.3999999999999997,0.0,0.0,0.0,1.2725285086810594,4.224407575716418,60.80481188033255,0.0,0.0
2019-01-02 01:30:00-08:00,0.0,0.0,7.800000000000001,1.3999999999999997,0.0,0.0,0.0,1.120377080777742,5.006100242107705,62.697788185238025,0.0,0.0
2019-01-02 01:45:00-08:00,0.0,0.0,7.783333333333334,1.3999999999999997,0.0,0.0,0.0,0.9580371124855541,5.784742787445141,64.49187039752451,0.0,0.0
2019-01-02 02:00:00-08:00,0.0,0.0,7.7,1.3999999999999997,0.0,0.0,0.0,0.8,6.4,66.0,0.0,0.0
2019-01-02 02:15:00-08:00,0.0,0.0,7.7,1.3999999999999997,0.0,0.0,0.0,0.6591835765160511,6.709966804171386,67.05962125722334,0.0,0.0
2019-01-02 02:30:00-08:00,0.0,0.0,7.7,1.3999999999999997,0.0,0.0,0.0,0.5422114232265371,6.646458668869699,67.60618956075615,0.0,0.0
2019-01-02 02:45:00-08:00,0.0,0.0,7.783333333333334,1.3833333333333335,0.0,0.0,0.0,0.45413355832375496,6.1597211991331635,67.59966308391091,0.0,0.0
2019-01-02 03:00:00-08:00,0.0,0.0,7.800000000000001,1.3,0.0,0.0,0.0,0.4,5.2,67.0,0.0,0.0
2019-01-02 03:15:00-08:00,0.0,0.0,7.783333333333334,1.3,0.0,0.0,0.0,0.3797996852547377,3.793537707598037,65.86295309077413,0.0,0.0
2019-01-02 03:30:00-08:00,0.0,0.0,7.7,1.3,0.0,0.0,0.0,0.37327722631610943,2.270565082413497,64.62745357173728,0.0,0.0
2019-01-02 03:45:00-08:00,0.0,0.0,7.7,1.2166666666666668,0.0,0.0,0.0,0.3551161542194266,1.0373099160222095,63.82822726683181,0.0,0.0
2019-01-02 04:00:00-08:00,0.0,0.0,7.7,1.2000000000000002,0.0,0.0,0.0,0.3,0.5,64.0,0.0,0.0
2019-01-02 04:15:00-08:00,0.0,0.0,7.683333333333334,1.2000000000000002,0.0,0.0,0.0,0.1919301824649988,0.9283823654364693,65.48856637968018,0.0,0.0
2019-01-02 04:30:00-08:00,0.0,0.0,7.599999999999999,1.1500000000000001,0.0,0.0,0.0,0.05217967150902493,2.046281001476313,67.88399615229467,0.0,0.0
2019-01-02 04:45:00-08:00,0.0,0.0,7.599999999999999,1.1,0.0,0.0,0.0,-0.08866067520146141,3.441039136778,70.58742784876185,0.0,0.0
2019-01-02 05:00:00-08:00,0.0,0.0,7.55,1.1,0.0,0.0,0.0,-0.2,4.7,73.0,0.0,0.0
2019-01-02 05:15:00-08:00,0.0,0.0,7.483333333333333,1.1,0.0,0.0,0.0,-0.26002041511473284,5.494495330656089,74.66715639050518,0.0,0.0
2019-01-02 05:30:00-08:00,0.0,0.0,7.400000000000001,1.1,0.0,0.0,0.0,-0.28199591235220933,5.831810911681254,75.71156181908404,0.0,0.0
2019-01-02 05:45:00-08:00,0.0,0.0,7.316666666666667,1.1,0.0,0.0,0.0,-0.2879734534135812,5.803221036865795,76.40018633812089,0.0,0.0
2019-01-02 06:00:00-08:00,0.0,0.0,7.25,1.1,0.0,0.0,0.0,-0.3,5.5,77.0,0.0,0.0
2019-01-02 06:15:00-08:00,0.0,0.0,7.2,1.1,0.0,0.0,0.0,-0.32372352200606763,5.015511311939179,77.7334330582991,0.0,0.0
2019-01-02 06:30:00-08:00,0.0,0.0,7.150000000000001,1.1,0.0,0.0,0.0,-0.2991960221001876,4.45147535179867,78.64475657136919,0.0,0.0
2019-01-02 06:45:00-08:00,0.0,0.0,7.083333333333333,1.1,0.0,0.0,0.0,-0.15007051114421377,3.911701715758827,79.7337017987547,0.0,0.0
2019-01-02 07:00:00-08:00,0.0,0.0,7.1000000000000005,1.1,0.0,0.0,0.0,0.2,3.5,81.0,0.0,0.0
2019-01-02 07:15:00-08:00,0.0,0.0,7.383333333333334,1.0833333333333333,0.0,0.0,0.0,0.8033520031390033,3.291896921587198,82.35223637629848,0.0,0.0
2019-01-02 07:30:00-08:00,0.30590322385,13.5,7.6000000000000005,1.0,22.033167585055818,125.48951773045364,9.948265551433938,1.6162800007529599,3.2497876811240634,83.33441189543923,0.0,0.0
2019-01-02 07:45:00-08:00,1.8747388781333332,48.5,7.816666666666667,1.0,74.56445542774897,351.5496489729499,26.7168435136919,2.5710679979904363,3.3077846000988975,83.39938146686039,0.0,0.0
2019-01-02 08:00:00-08:00,3.5404832060499998,85.0,8.100000000000001,1.0,164.0,655.9,49.0,3.6,3.4,82.0,0.0,0.0
2019-01-02 08:15:00-08:00,5.2442391061,124.33333333333333,8.483333333333334,1.0833333333333333,217.54301450727203,758.6850109016275,55.442925012518735,4.640003009450054,3.4700260017120295,78.81074643650706,0.0,0.0
2019-01-02 08:30:00-08:00,7.091738811899998,165.5,8.850000000000001,1.1,262.90211125489236,816.3796524968428,58.60984727588655,5.646576019088348,3.499373923705074,74.39259584687389,0.0,0.0
2019-01-02 08:45:00-08:00,8.775947354449999,206.66666666666666,9.200000000000001,1.1833333333333333,298.5789040594904,840.197846852207,59.2766828647907,6.579861019182468,3.4790348838455825,69.5281473338038,0.0,0.0
2019-01-02 09:00:00-08:00,10.32700056195,246.0,9.6,1.2000000000000002,324.0,838.7000000000002,58.0,7.4,3.4,65.0,0.0,0.0
2019-01-02 09:15:00-08:00,11.774292729999999,284.6666666666667,10.116666666666667,1.1166666666666667,361.62069744305995,866.2628815611184,61.30234073826459,8.07882345906078,3.254561571564685,61.40477787767337,0.0,0.0
2019-01-02 09:30:00-08:00,13.098724247,321.5,10.65,1.1,394.3971739626544,883.4528777981524,64.01484952128457,8.634915922893647,3.0402166240556383,58.5952047170652,0.0,0.0
2019-01-02 09:45:00-08:00,14.246900007166667,356.0,11.183333333333332,1.0833333333333333,422.20276718704747,892.4571594343962,66.22602364132246,9.098550425279692,2.755763364518773,56.23802919792445,0.0,0.0
2019-01-02 10:00:00-08:00,15.2971248685,387.5,11.65,1.0,445.0,894.9,68.0,9.5,2.4,54.0,0.0,0.0
2019-01-02 10:15:00-08:00,16.270449092666667,415.8333333333333,12.0,1.0,468.2156734956475,903.9080093573087,70.2036205263246,9.863453154306825,1.9929777120292302,51.63264205279949,0.0,0.0
2019-01-02 10:30:00-08:00,17.101596804499998,441.5,12.35,1.0,487.11713354792016,908.9194400875715,72.09427544986411,10.18876028933706,1.6397595800723699,49.226585284865294,0.0,0.0
2019-01-02 10:45:00-08:00,17.760427388833335,463.6666666666667,12.716666666666667,1.0,501.70189912797866,910.5310316217241,73.68910036783149,10.469687279698768,1.466661658079325,46.957235874498444,0.0,0.0
2019-01-02 11:00:00-08:00,18.3123738345,482.5,13.049999999999999,1.0,512.0,909.2,75.0,10.7,1.6,45.0,0.0,0.0
2019-01-02 11:15:00-08:00,18.829913343,497.6666666666667,13.216666666666667,1.0833333333333333,520.5259597113087,911.6549158522475,75.90579163060643,10.878301423711921,2.115715080318394,43.47090391112866,0.0,0.0
2019-01-02 11:30:00-08:00,19.1562862985,509.0,13.450000000000001,1.1500000000000001,524.9949922513324,911.847839874383,76.53865218967317,11.022542919758104,2.8882450556548798,42.24845414347362,0.0,0.0
2019-01-02 11:45:00-08:00,19.5343883835,515.0,13.616666666666667,1.2166666666666668,525.4610810287833,909.9309224363985,76.90268081934683,11.15551295592524,3.7416525031639267,41.15177730408179,0.0,0.0
2019-01-02 12:00:00-08:00,19.7665860685,518.5,13.800000000000002,1.3,522.0,906.0,77.0,11.3,4.5,40.0,0.0,0.0
2019-01-02 12:15:00-08:00,19.769372750333332,518.6666666666666,13.883333333333333,1.3833333333333335,514.6802844149801,900.3825546450717,77.42202264296948,11.4733411508455,5.023849466697195,38.671242302685904,0.0,0.0
2019-01-02 12:30:00-08:00,19.7172675955,514.5,13.950000000000001,1.45,503.64678314195254,892.7895858874955,77.56936831809217,11.67106803163052,5.31976019730811,37.27959814124021,0.0,0.0
2019-01-02 12:45:00-08:00,19.666254868166664,506.6666666666667,14.083333333333334,1.5166666666666666,489.0353043754472,883.165245573417,77.43259839560064,11.883260896600284,5.4307908292649705,35.99815490917441,0.0,0.0
2019-01-02 13:00:00-08:00,19.5821987735,495.5,14.1,1.6000000000000003,471.0,871.3999999999999,77.0,12.1,5.4,35.0,0.0,0.0
2019-01-02 13:15:00-08:00,19.19153261416667,480.6666666666667,14.1,1.6000000000000003,447.24138201089863,854.8848579607815,75.99819020384321,12.312708972906096,5.2763870528928285,34.40662687812774,0.0,0.0
2019-01-02 13:30:00-08:00,18.727451564000003,462.0,14.15,1.6000000000000003,420.64426277105764,835.8864359979381,74.67876831136675,12.518184953719816,5.132714155112683,34.13315329156553,0.0,0.0
2019-01-02 13:45:00-08:00,18.183862636666664,439.8333333333333,14.199999999999998,1.6000000000000003,391.4709870695668,814.0972303591678,73.02162663279307,12.714568457673636,5.047684179776196,34.04310305922056,0.0,0.0
2019-01-02 14:00:00-08:00,17.466015749999997,415.0,14.15,1.6000000000000003,360.0,789.1,71.0,12.9,5.1,34.0,0.0,0.0
2019-01-02 14:15:00-08:00,16.612562595,386.0,14.0,1.5166666666666666,321.0170755112355,742.5540836682143,69.97356737775165,13.063322957530126,5.3424773217314945,33.90537518480315,0.0,0.0
2019-01-02 14:30:00-08:00,15.662782942,355.0,13.9,1.45,281.3766861638587,692.7702692210045,68.36935513207615,13.156192153490204,5.724383182241158,33.81278869249766,0.0,0.0
2019-01-02 14:45:00-08:00,14.632034712166666,320.8333333333333,13.799999999999999,1.3166666666666667,241.54309897024592,639.1560934664845,66.08924669043923,13.120965272705185,6.169097451630245,33.81380785394335,0.0,0.0
2019-01-02 15:00:00-08:00,13.443174978999998,284.5,13.549999999999999,1.3,202.0,580.9,63.0,12.9,6.6,34.0,0.0,0.0
2019-01-02 15:15:00-08:00,12.066122819333332,246.66666666666666,13.183333333333332,1.2166666666666668,127.1602264504994,401.92640637046236,43.218837900702646,12.458999196973407,6.950578660181193,34.47187238265969,0.0,0.0
2019-01-02 15:30:00-08:00,10.5236306683,206.5,12.75,1.1500000000000001,67.9992800208375,239.8530819077438,25.638290075195084,11.85704643231936,7.194753115922676,35.36569193844381,0.0,0.0
